State,County,City,Neighborhood,Nextdoor ID,Attribute,Position
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Community,1
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Neighbors,2
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Peaceful,3
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Quiet,4
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Convenient,5
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Family Friendly,6
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Friendly,7
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Sidewalks,8
CA,Santa Clara,Sunnyvale,Cumberland South,359688,Walkability,9
CA,Santa Clara,San Jose,Cureton,174716,Family Friendly,0
CA,Santa Clara,San Jose,Cureton,174716,Dog Friendly,1
CA,Santa Clara,San Jose,Cureton,174716,Hills,2
CA,Santa Clara,San Jose,Cureton,174716,Friendly,3
CA,Santa Clara,San Jose,Cureton,174716,Peaceful,4
CA,Santa Clara,San Jose,Cureton,174716,Nice,5
CA,Santa Clara,San Jose,Cureton,174716,Safe,6
CA,Santa Clara,San Jose,Cureton,174716,Weather,7
CA,Santa Clara,San Jose,Cureton,174716,Kids,8
CA,Santa Clara,San Jose,Cureton,174716,Quiet,9
CA,Santa Clara,Milpitas,Curtner Estates,196848,Safe,0
CA,Santa Clara,Milpitas,Curtner Estates,196848,Family Friendly,1
CA,Santa Clara,Milpitas,Curtner Estates,196848,Neighbors,2
CA,Santa Clara,Milpitas,Curtner Estates,196848,Peaceful,3
CA,Santa Clara,Milpitas,Curtner Estates,196848,Quiet,4
CA,Santa Clara,Milpitas,Curtner Estates,196848,Walking,5
CA,Santa Clara,Milpitas,Curtner Estates,196848,Clean,6
CA,Santa Clara,Milpitas,Curtner Estates,196848,Community,7
CA,Santa Clara,Milpitas,Curtner Estates,196848,Friendly,8
CA,Santa Clara,Milpitas,Curtner Estates,196848,Kids,9
CA,Santa Clara,San Jose,Dartmouth,171558,Family Friendly,0
CA,Santa Clara,San Jose,Dartmouth,171558,Friendly,1
CA,Santa Clara,San Jose,Dartmouth,171558,Quiet,2
CA,Santa Clara,San Jose,Dartmouth,171558,Community,3
CA,Santa Clara,San Jose,Dartmouth,171558,Kids,4
CA,Santa Clara,San Jose,Dartmouth,171558,Neighbors,5
CA,Santa Clara,San Jose,Dartmouth,171558,Dog Friendly,6
CA,Santa Clara,San Jose,Dartmouth,171558,Safe,7
CA,Santa Clara,San Jose,Dartmouth,171558,Walkability,8
CA,Santa Clara,San Jose,Dartmouth,171558,Diversity,9
CA,Santa Clara,Gilroy,Day Rd West,252312,Peaceful,0
CA,Santa Clara,Gilroy,Day Rd West,252312,Quiet,1
CA,Santa Clara,Gilroy,Day Rd West,252312,Beautiful,2
CA,Santa Clara,Gilroy,Day Rd West,252312,Open,3
CA,Santa Clara,Gilroy,Day Rd West,252312,Rural,4
CA,Santa Clara,Gilroy,Day Rd West,252312,Atmosphere,5
CA,Santa Clara,Gilroy,Day Rd West,252312,Privacy,6
CA,Santa Clara,Gilroy,Day Rd West,252312,Secluded,7
CA,Santa Clara,Gilroy,Day Rd West,252312,View,8
CA,Santa Clara,Gilroy,Day Rd West,252312,Hills,9
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Neighbors,0
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Open,1
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Peaceful,2
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Beautiful,3
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Family Friendly,4
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Friendly,5
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Trees,6
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Walkability,7
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Atmosphere,8
CA,Santa Clara,Saratoga,De Havilland Circle,172948,Charm,9
CA,Santa Clara,Santa Clara,De La Cruz,256973,,0
CA,Santa Clara,San Jose,De Voss,176047,Family Friendly,0
CA,Santa Clara,San Jose,De Voss,176047,Friendly,1
CA,Santa Clara,San Jose,De Voss,176047,Peaceful,2
CA,Santa Clara,San Jose,De Voss,176047,Schools,3
CA,Santa Clara,San Jose,De Voss,176047,Neighbors,4
CA,Santa Clara,San Jose,De Voss,176047,Dog Friendly,5
CA,Santa Clara,San Jose,De Voss,176047,Clean,6
CA,Santa Clara,San Jose,De Voss,176047,Community,7
CA,Santa Clara,San Jose,De Voss,176047,Quiet,8
CA,Santa Clara,San Jose,De Voss,176047,Safe,9
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Bay,0
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Beautiful,1
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Dog Friendly,2
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Family Friendly,3
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Food,4
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,River,5
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Safe,6
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Trees,7
CA,Santa Clara,Sunnyvale,Deguigne Dr,390759,Yards,8
CA,Santa Clara,Mountain View,Del Medio,182220,Family Friendly,0
CA,Santa Clara,Mountain View,Del Medio,182220,Beautiful,1
CA,Santa Clara,Mountain View,Del Medio,182220,Clean,2
CA,Santa Clara,Mountain View,Del Medio,182220,Community,3
CA,Santa Clara,Mountain View,Del Medio,182220,Convenient,4
CA,Santa Clara,Mountain View,Del Medio,182220,Friendly,5
CA,Santa Clara,Mountain View,Del Medio,182220,Kids,6
CA,Santa Clara,Mountain View,Del Medio,182220,Neighbors,7
CA,Santa Clara,Mountain View,Del Medio,182220,Food,8
CA,Santa Clara,Mountain View,Del Medio,182220,Quiet,9
CA,Santa Clara,San Jose,Del Robles,170222,Family Friendly,0
CA,Santa Clara,San Jose,Del Robles,170222,Freeway Access,1
CA,Santa Clara,San Jose,Del Robles,170222,Walkability,2
CA,Santa Clara,San Jose,Del Robles,170222,Walking,3
CA,Santa Clara,San Jose,Del Robles,170222,Parks,4
CA,Santa Clara,San Jose,Del Robles,170222,Peaceful,5
CA,Santa Clara,San Jose,Del Robles,170222,Quiet,6
CA,Santa Clara,San Jose,Del Robles,170222,Clean,7
CA,Santa Clara,San Jose,Del Robles,170222,Dog Friendly,8
CA,Santa Clara,San Jose,Del Robles,170222,Safe,9
CA,Santa Clara,Campbell,Dell Ave,289908,,0
CA,Santa Clara,San Jose,Delmas Park,153771,Downtown,0
CA,Santa Clara,San Jose,Delmas Park,153771,Walkability,1
CA,Santa Clara,San Jose,Delmas Park,153771,Proximity,2
CA,Santa Clara,San Jose,Delmas Park,153771,Convenient,3
CA,Santa Clara,San Jose,Delmas Park,153771,Freeway Access,4
CA,Santa Clara,San Jose,Delmas Park,153771,Historic,5
CA,Santa Clara,San Jose,Delmas Park,153771,Transportation,6
CA,Santa Clara,San Jose,Delmas Park,153771,Community,7
CA,Santa Clara,San Jose,Delmas Park,153771,Friendly,8
CA,Santa Clara,San Jose,Delmas Park,153771,Parks,9
CA,Santa Clara,Gilroy,Denio,326865,Beautiful,0
CA,Santa Clara,Gilroy,Denio,326865,Community,1
CA,Santa Clara,Gilroy,Denio,326865,Birds,2
CA,Santa Clara,Gilroy,Denio,326865,Charm,3
CA,Santa Clara,Gilroy,Denio,326865,Clean,4
CA,Santa Clara,Gilroy,Denio,326865,Family Friendly,5
CA,Santa Clara,Gilroy,Denio,326865,Historic,6
CA,Santa Clara,Gilroy,Denio,326865,Mature,7
CA,Santa Clara,Gilroy,Denio,326865,Neighbors,8
CA,Santa Clara,Gilroy,Denio,326865,Open,9
CA,Santa Clara,San Jose,Dentwood,167259,Family Friendly,0
CA,Santa Clara,San Jose,Dentwood,167259,Convenient,1
CA,Santa Clara,San Jose,Dentwood,167259,Dog Friendly,2
CA,Santa Clara,San Jose,Dentwood,167259,Friendly,3
CA,Santa Clara,San Jose,Dentwood,167259,Safe,4
CA,Santa Clara,San Jose,Dentwood,167259,Kids,5
CA,Santa Clara,San Jose,Dentwood,167259,Food,6
CA,Santa Clara,San Jose,Dentwood,167259,Neighbors,7
CA,Santa Clara,San Jose,Dentwood,167259,Peaceful,8
CA,Santa Clara,San Jose,Dentwood,167259,Shopping,9
CA,Santa Clara,San Jose,Dilworth,127204,Peaceful,0
CA,Santa Clara,San Jose,Dilworth,127204,Family Friendly,1
CA,Santa Clara,San Jose,Dilworth,127204,Walkability,2
CA,Santa Clara,San Jose,Dilworth,127204,Convenient,3
CA,Santa Clara,San Jose,Dilworth,127204,Safe,4
CA,Santa Clara,San Jose,Dilworth,127204,Schools,5
CA,Santa Clara,San Jose,Dilworth,127204,Pleasant,6
CA,Santa Clara,San Jose,Dilworth,127204,Clean,7
CA,Santa Clara,San Jose,Dilworth,127204,Quiet,8
CA,Santa Clara,San Jose,Dilworth,127204,Location,9
CA,Santa Clara,Milpitas,Dixon Landing,180154,Family Friendly,0
CA,Santa Clara,Milpitas,Dixon Landing,180154,Community,1
CA,Santa Clara,Milpitas,Dixon Landing,180154,Diversity,2
CA,Santa Clara,Milpitas,Dixon Landing,180154,Friendly,3
CA,Santa Clara,Milpitas,Dixon Landing,180154,Nice,4
CA,Santa Clara,Milpitas,Dixon Landing,180154,Pleasant,5
CA,Santa Clara,Milpitas,Dixon Landing,180154,Clean,6
CA,Santa Clara,Milpitas,Dixon Landing,180154,Neighbors,7
CA,Santa Clara,Milpitas,Dixon Landing,180154,Open,8
CA,Santa Clara,Milpitas,Dixon Landing,180154,Peaceful,9
CA,Santa Clara,San Jose,Doerr,167255,Family Friendly,0
CA,Santa Clara,San Jose,Doerr,167255,Friendly,1
CA,Santa Clara,San Jose,Doerr,167255,Peaceful,2
CA,Santa Clara,San Jose,Doerr,167255,Dog Friendly,3
CA,Santa Clara,San Jose,Doerr,167255,Walkability,4
CA,Santa Clara,San Jose,Doerr,167255,Clean,5
CA,Santa Clara,San Jose,Doerr,167255,Parks,6
CA,Santa Clara,San Jose,Doerr,167255,Neighbors,7
CA,Santa Clara,San Jose,Doerr,167255,Walking,8
CA,Santa Clara,San Jose,Doerr,167255,Safe,9
CA,Santa Clara,San Jose,Dolce Hayes,347256,Historic,0
CA,Santa Clara,San Jose,Dolce Hayes,347256,Community,1
CA,Santa Clara,San Jose,Dolce Hayes,347256,Family Friendly,2
CA,Santa Clara,San Jose,Dolce Hayes,347256,Friendly,3
CA,Santa Clara,San Jose,Dolce Hayes,347256,Neighbors,4
CA,Santa Clara,San Jose,Dolce Hayes,347256,Peaceful,5
CA,Santa Clara,San Jose,Dolce Hayes,347256,Pleasant,6
CA,Santa Clara,San Jose,Dolce Hayes,347256,Walkability,7
CA,Santa Clara,San Jose,Dolce Hayes,347256,Convenient,8
CA,Santa Clara,San Jose,Dolce Hayes,347256,Dog Friendly,9
CA,Santa Clara,San Jose,Dorsa,169899,Freeway Access,0
CA,Santa Clara,San Jose,Dorsa,169899,Community,1
CA,Santa Clara,San Jose,Dorsa,169899,Restaurants,2
CA,Santa Clara,San Jose,Dorsa,169899,Diversity,3
CA,Santa Clara,San Jose,Dorsa,169899,Dog Friendly,4
CA,Santa Clara,San Jose,Dorsa,169899,Food,5
CA,Santa Clara,San Jose,Dorsa,169899,Friendly,6
CA,Santa Clara,San Jose,Dorsa,169899,Neighbors,7
CA,Santa Clara,San Jose,Dorsa,169899,Shopping,8
CA,Santa Clara,San Jose,Dorsa,169899,Stores,9
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Dog Friendly,0
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Friendly,1
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Family Friendly,2
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Neighbors,3
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Clean,4
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Peaceful,5
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Convenient,6
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Freeway Access,7
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Walking,8
CA,Santa Clara,San Jose,Downing - Whitethorne,1799,Walkability,9
CA,Santa Clara,San Jose,Downtown,170466,Downtown,0
CA,Santa Clara,San Jose,Downtown,170466,Walkability,1
CA,Santa Clara,San Jose,Downtown,170466,Diversity,2
CA,Santa Clara,San Jose,Downtown,170466,Food,3
CA,Santa Clara,San Jose,Downtown,170466,Restaurants,4
CA,Santa Clara,San Jose,Downtown,170466,Events,5
CA,Santa Clara,San Jose,Downtown,170466,Convenient,6
CA,Santa Clara,San Jose,Downtown,170466,Dog Friendly,7
CA,Santa Clara,San Jose,Downtown,170466,Walking,8
CA,Santa Clara,San Jose,Downtown,170466,Freeway Access,9
CA,Santa Clara,Campbell,Downtown Campbell,125527,Walkability,0
CA,Santa Clara,Campbell,Downtown Campbell,125527,Downtown,1
CA,Santa Clara,Campbell,Downtown Campbell,125527,Restaurants,2
CA,Santa Clara,Campbell,Downtown Campbell,125527,Community,3
CA,Santa Clara,Campbell,Downtown Campbell,125527,Friendly,4
CA,Santa Clara,Campbell,Downtown Campbell,125527,Dog Friendly,5
CA,Santa Clara,Campbell,Downtown Campbell,125527,Food,6
CA,Santa Clara,Campbell,Downtown Campbell,125527,Family Friendly,7
CA,Santa Clara,Campbell,Downtown Campbell,125527,Walking,8
CA,Santa Clara,Campbell,Downtown Campbell,125527,Events,9
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Peaceful,0
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Quiet,1
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Family Friendly,2
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Friendly,3
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Walkability,4
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Walking,5
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Dog Friendly,6
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Neighbors,7
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Safe,8
CA,Santa Clara,Morgan Hill,Downtown Morgan Hill,153907,Clean,9
CA,Santa Clara,Palo Alto,Downtown North,165323,Walkability,0
CA,Santa Clara,Palo Alto,Downtown North,165323,Downtown,1
CA,Santa Clara,Palo Alto,Downtown North,165323,Restaurants,2
CA,Santa Clara,Palo Alto,Downtown North,165323,Walking,3
CA,Santa Clara,Palo Alto,Downtown North,165323,Family Friendly,4
CA,Santa Clara,Palo Alto,Downtown North,165323,Friendly,5
CA,Santa Clara,Palo Alto,Downtown North,165323,Food,6
CA,Santa Clara,Palo Alto,Downtown North,165323,Weather,7
CA,Santa Clara,Palo Alto,Downtown North,165323,Atmosphere,8
CA,Santa Clara,Palo Alto,Downtown North,165323,Convenient,9
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Walkability,0
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Restaurants,1
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Family Friendly,2
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Convenient,3
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Downtown,4
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Walking,5
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Food,6
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Safe,7
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Proximity,8
CA,Santa Clara,Sunnyvale,Downtown/Heritage District,127245,Clean,9
CA,Santa Clara,Campbell,Dry Creek,155647,Beautiful,0
CA,Santa Clara,Campbell,Dry Creek,155647,Charm,1
CA,Santa Clara,Campbell,Dry Creek,155647,Gardens,2
CA,Santa Clara,Campbell,Dry Creek,155647,Peaceful,3
CA,Santa Clara,Campbell,Dry Creek,155647,Proximity,4
CA,Santa Clara,Campbell,Dry Creek,155647,Quiet,5
CA,Santa Clara,Campbell,Dry Creek,155647,Safe,6
CA,Santa Clara,Campbell,Dry Creek,155647,Trees,7
CA,Santa Clara,Campbell,Dry Creek,155647,Urban,8
CA,Santa Clara,Campbell,Dry Creek,155647,Walkability,9
CA,Santa Clara,San Jose,Dry Creek,1801,Family Friendly,0
CA,Santa Clara,San Jose,Dry Creek,1801,Neighbors,1
CA,Santa Clara,San Jose,Dry Creek,1801,Community,2
CA,Santa Clara,San Jose,Dry Creek,1801,Peaceful,3
CA,Santa Clara,San Jose,Dry Creek,1801,Safe,4
CA,Santa Clara,San Jose,Dry Creek,1801,Welcoming,5
CA,Santa Clara,San Jose,Dry Creek,1801,Dog Friendly,6
CA,Santa Clara,San Jose,Dry Creek,1801,Friendly,7
CA,Santa Clara,San Jose,Dry Creek,1801,Walking,8
CA,Santa Clara,San Jose,Dry Creek,1801,Clean,9
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Safe,0
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Walkability,1
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Clean,2
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Downtown,3
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Restaurants,4
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Well Maintained,5
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Atmosphere,6
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Convenient,7
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Diversity,8
CA,Santa Clara,Sunnyvale,Dunsmuir,240684,Events,9
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Family Friendly,0
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Friendly,1
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Walkability,2
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Safe,3
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Community,4
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Peaceful,5
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Beautiful,6
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Clean,7
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Neighbors,8
CA,Santa Clara,Palo Alto,Duveneck - St. Francis,1341,Dog Friendly,9
CA,Santa Clara,Sunnyvale,E Fremont Ave,456522,Bay,0
CA,Santa Clara,Sunnyvale,E Fremont Ave,456522,Different,1
CA,Santa Clara,Sunnyvale,E Fremont Ave,456522,Friendly,2
CA,Santa Clara,Sunnyvale,E Fremont Ave,456522,Nature,3
CA,Santa Clara,Sunnyvale,E Fremont Ave,456522,Parks,4
CA,Santa Clara,Sunnyvale,E Fremont Ave,456522,Small,5
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Beautiful,0
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Peaceful,1
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Well Maintained,2
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Clean,3
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Safe,4
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Family Friendly,5
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Quiet,6
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Friendly,7
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Neighbors,8
CA,Santa Clara,Gilroy,Eagle Ridge,222513,Community,9
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Nature,0
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Peaceful,1
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Friendly,2
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Gated,3
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Security,4
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Beautiful,5
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Clean,6
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Dog Friendly,7
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Family Friendly,8
CA,Santa Clara,Gilroy,Eagle Ridge Ct and Drive,200745,Green,9
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Family Friendly,0
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Neighbors,1
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Beautiful,2
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Peaceful,3
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Privacy,4
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Security,5
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Dog Friendly,6
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Gated,7
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,Quiet,8
CA,Santa Clara,Gilroy,Eagle Ridge South,190737,View,9
CA,Santa Clara,San Jose,East Ct West Ct,173839,Downtown,0
CA,Santa Clara,San Jose,East Ct West Ct,173839,Family Friendly,1
CA,Santa Clara,San Jose,East Ct West Ct,173839,Freeway Access,2
CA,Santa Clara,San Jose,East Ct West Ct,173839,Diversity,3
CA,Santa Clara,San Jose,East Ct West Ct,173839,Small,4
CA,Santa Clara,San Jose,East Ct West Ct,173839,Walkability,5
CA,Santa Clara,San Jose,East Ct West Ct,173839,Architecture,6
CA,Santa Clara,San Jose,East Ct West Ct,173839,Clean,7
CA,Santa Clara,San Jose,East Ct West Ct,173839,Friendly,8
CA,Santa Clara,San Jose,East Ct West Ct,173839,Neighbors,9
CA,Santa Clara,San Jose,East Foothills,1803,Peaceful,0
CA,Santa Clara,San Jose,East Foothills,1803,Quiet,1
CA,Santa Clara,San Jose,East Foothills,1803,Family Friendly,2
CA,Santa Clara,San Jose,East Foothills,1803,Neighbors,3
CA,Santa Clara,San Jose,East Foothills,1803,Hills,4
CA,Santa Clara,San Jose,East Foothills,1803,Friendly,5
CA,Santa Clara,San Jose,East Foothills,1803,Beautiful,6
CA,Santa Clara,San Jose,East Foothills,1803,Walkability,7
CA,Santa Clara,San Jose,East Foothills,1803,Parks,8
CA,Santa Clara,San Jose,East Foothills,1803,Walking,9
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Peaceful,0
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Beautiful,1
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Quiet,2
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Family Friendly,3
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Safe,4
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Dog Friendly,5
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Nature,6
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Wildlife,7
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Friendly,8
CA,Santa Clara,Los Gatos,East Los Gatos Hills,151107,Hills,9
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Beautiful,0
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Community,1
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Hiking,2
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Hills,3
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,View,4
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Diversity,5
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Dog Friendly,6
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Family Friendly,7
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Food,8
CA,Santa Clara,San Jose,East Quimby Road Hills,301044,Friendly,9
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Family Friendly,0
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Hills,1
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Peaceful,2
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Neighbors,3
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Friendly,4
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Dog Friendly,5
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Quiet,6
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Walkability,7
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Clean,8
CA,Santa Clara,San Jose,East Santa Teresa Foothills,170010,Beautiful,9
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Clean,0
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Family Friendly,1
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Dog Friendly,2
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Friendly,3
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Diversity,4
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Nice,5
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Welcoming,6
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Well Maintained,7
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Freeway Access,8
CA,Santa Clara,San Jose,East Tasman - Zanker,258363,Open,9
CA,Santa Clara,San Jose,Easterbrook,1976,Family Friendly,0
CA,Santa Clara,San Jose,Easterbrook,1976,Friendly,1
CA,Santa Clara,San Jose,Easterbrook,1976,Clean,2
CA,Santa Clara,San Jose,Easterbrook,1976,Safe,3
CA,Santa Clara,San Jose,Easterbrook,1976,Quiet,4
CA,Santa Clara,San Jose,Easterbrook,1976,Convenient,5
CA,Santa Clara,San Jose,Easterbrook,1976,Neighbors,6
CA,Santa Clara,San Jose,Easterbrook,1976,Community,7
CA,Santa Clara,San Jose,Easterbrook,1976,Diversity,8
CA,Santa Clara,San Jose,Easterbrook,1976,Location,9
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Schools,0
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Walking,1
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Well Maintained,2
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Peaceful,3
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Beautiful,4
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Clean,5
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Family Friendly,6
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Freeway Access,7
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Parks,8
CA,Santa Clara,Palo Alto,Echelon Palo Alto,198996,Privacy,9
CA,Santa Clara,San Jose,EDD America���������s Job Center,456807,,0
CA,Santa Clara,San Jose,Eden,167089,Family Friendly,0
CA,Santa Clara,San Jose,Eden,167089,Friendly,1
CA,Santa Clara,San Jose,Eden,167089,Quiet,2
CA,Santa Clara,San Jose,Eden,167089,Peaceful,3
CA,Santa Clara,San Jose,Eden,167089,Neighbors,4
CA,Santa Clara,San Jose,Eden,167089,Clean,5
CA,Santa Clara,San Jose,Eden,167089,Safe,6
CA,Santa Clara,San Jose,Eden,167089,Community,7
CA,Santa Clara,San Jose,Eden,167089,Convenient,8
CA,Santa Clara,San Jose,Eden,167089,Walkability,9
CA,Santa Clara,San Jose,Eden Hill,169870,Quiet,0
CA,Santa Clara,San Jose,Eden Hill,169870,Convenient,1
CA,Santa Clara,San Jose,Eden Hill,169870,Hills,2
